RowNumber,CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,Surname,Geography,Gender,HasCrCard,IsActiveMember,y
7015,463,35,2,0.0,2,1950.93,Brown,Spain,Female,1,1,1
3175,577,43,6,0.0,2,149457.81,Kang,Spain,Male,1,1,1
918,646,45,3,47134.75,1,57236.44,Lamb,France,Female,1,1,1
7834,624,33,6,66220.17,1,170819.01,Yeh,Spain,Male,0,1,1
6733,548,37,9,0.0,2,98029.58,Meng,France,Female,0,0,1
1950,516,43,2,112773.73,2,139366.58,Trevisan,France,Female,1,1,1
6369,663,52,0,136298.65,1,144593.3,Mai,Spain,Male,1,0,0
2,608,41,1,83807.86,1,112542.58,Hill,Spain,Female,0,1,1
8033,667,34,5,0.0,2,102908.63,Bulgakov,France,Male,1,1,1
6048,536,40,9,0.0,2,11959.03,Sims,Spain,Male,1,1,1
2721,726,56,8,123110.9,3,130113.78,Manfrin,Spain,Female,0,1,0
9813,705,31,9,110941.93,2,163484.8,O'Kane,Germany,Female,1,0,1
3118,721,43,3,88798.34,1,45610.63,Hs?,Spain,Male,0,0,1
9466,835,56,2,0.0,2,39820.13,Fang,France,Female,1,1,1
3763,590,40,2,117641.43,2,92198.05,Han,Germany,Female,0,0,1
214,676,34,1,63095.01,1,40645.81,Miller,France,Female,1,1,1
779,754,28,8,0.0,2,52615.62,Otutodilinna,France,Male,1,1,1
3497,779,27,1,0.0,2,190623.02,King,France,Male,1,1,1
8818,558,40,4,161766.87,1,92378.54,Udegbunam,Spain,Male,0,0,1
2044,723,34,5,0.0,2,12092.03,Henderson,France,Male,0,1,1
5421,695,28,5,171069.39,2,88689.4,Graham,France,Male,1,1,1
6155,754,39,3,160761.41,1,24156.03,Saunders,Germany,Female,1,1,1
8358,651,34,3,0.0,2,105599.65,Vincent,France,Male,1,1,1
8708,443,35,9,108308.0,1,129031.19,Fadden,France,Female,1,0,0
8466,598,40,2,171178.25,1,137980.58,Ndubueze,France,Female,1,0,0
4168,850,34,8,199229.14,1,68106.29,Morrison,Spain,Male,0,0,1
3789,660,28,2,170890.05,2,41758.9,Endrizzi,Germany,Male,1,0,1
584,547,30,9,72392.41,1,77077.14,Rickards,Germany,Female,1,0,1
9912,682,44,3,115282.3,1,23766.4,MacPherson,France,Male,0,0,1
9987,673,47,1,183579.54,2,34047.54,Bartlett,Germany,Male,0,1,1
117,668,37,6,167864.4,1,115638.29,Welch,Germany,Female,1,0,1
6645,556,33,3,124213.36,2,62627.55,Lei,Germany,Male,1,0,1
9034,806,34,2,96152.68,2,143711.02,Davis,Germany,Male,1,0,1
9952,635,46,8,0.0,2,60739.16,Ho,Spain,Male,1,1,1
8960,568,26,1,112930.28,2,22095.73,Parrott,Germany,Male,1,0,1
1764,717,38,7,97459.06,1,189175.71,Niu,France,Male,0,0,1
1876,572,31,5,98108.79,1,119996.95,Onuchukwu,Spain,Male,0,1,1
3225,645,41,2,138881.04,1,129936.53,Tate,Germany,Female,1,0,0
527,701,43,2,0.0,2,165303.79,Chesnokova,France,Male,1,1,1
7726,482,35,5,147813.05,2,109029.72,Tuan,France,Female,0,0,1
2947,592,42,1,147249.29,2,63023.02,Zubareva,France,Male,1,1,1
4474,646,29,4,105957.44,1,15470.91,Wang,Germany,Female,1,0,1
5656,695,63,1,146202.93,1,126688.83,Liao,Spain,Male,1,1,0
6060,707,44,3,0.0,2,135077.01,Mai,Spain,Male,1,1,1
960,629,37,6,129101.3,1,23971.33,Wilder,France,Female,1,1,1
6343,581,37,10,104255.03,1,86609.37,Fu,France,Female,1,0,1
3634,827,47,8,143001.5,2,108977.5,Sheehan,Germany,Female,1,0,1
1051,682,30,4,0.0,1,161465.31,Akobundu,France,Male,0,1,1
3381,604,26,3,0.0,2,155248.62,Abramovich,Spain,Female,1,0,1
3677,687,31,2,0.0,2,145411.39,Reilly,France,Female,0,1,1
5777,593,39,8,151391.68,1,27274.6,Li Fonti,Germany,Female,1,0,0
9046,766,27,5,126285.73,1,177614.17,Sacco,Germany,Male,1,0,0
6574,647,35,3,192407.97,1,40145.28,Wang,Germany,Male,1,1,1
5180,760,34,6,121303.77,2,59325.21,Chambers,Germany,Male,1,1,1
1608,711,64,4,0.0,2,3185.67,Hsueh,France,Male,1,1,1
3611,580,56,1,131368.3,1,106918.67,Ferguson,France,Female,1,0,0
9759,556,43,4,125890.72,1,74854.97,Azubuike,Germany,Female,1,1,1
6636,666,59,5,0.0,2,185123.09,Colombo,France,Female,1,1,1
9998,709,36,7,0.0,1,42085.58,Liu,France,Female,0,1,0
792,611,49,3,0.0,2,142917.54,Young,France,Male,1,1,1
3057,685,58,1,104796.54,1,154181.41,Wall,France,Male,1,1,1
1981,554,30,9,0.0,2,40320.3,McElyea,France,Female,1,1,1
3599,720,37,8,156282.79,1,45985.52,Hardy,Germany,Female,1,0,1
934,512,36,1,0.0,1,135482.26,Scott,Spain,Male,0,1,0
7425,570,38,1,127201.58,1,147168.28,Wall,Germany,Male,1,0,0
5627,624,35,7,119656.45,2,4595.05,Chibuzo,Spain,Female,1,1,1
1683,620,41,0,97925.11,1,85000.32,Watson,France,Male,1,0,1
4180,716,33,2,0.0,2,92916.53,Todd,Spain,Male,1,1,1
6447,529,34,9,0.0,1,93208.22,Artyomova,Spain,Male,1,1,1
4117,571,31,3,0.0,2,194667.92,Boyle,Spain,Female,1,1,1
989,659,31,7,149620.88,2,104533.51,David,Spain,Male,1,1,1
2897,782,33,2,94493.03,1,101866.39,Lombardo,France,Female,0,1,1
3779,579,59,3,148021.12,1,74878.22,Gidney,Spain,Female,1,1,1
5659,747,41,9,0.0,1,32430.94,Ma,Spain,Male,1,0,0
3094,627,41,5,100880.76,1,134665.25,Vincent,Spain,Male,0,1,1
3156,641,32,7,0.0,2,24267.28,Chimaijem,Spain,Male,1,1,1
1824,788,57,8,93716.72,1,180150.49,Jennings,Germany,Female,1,1,0
9623,590,31,8,112211.61,1,26261.42,Phillips,France,Male,1,0,1
1099,790,26,4,141581.71,2,98309.27,McLean,France,Female,0,0,1
2845,606,35,2,132164.26,1,164815.59,Ricci,France,Male,0,1,1
3343,712,53,6,134729.99,2,132702.64,Otitodilichukwu,Germany,Male,1,1,1
39,850,36,7,0.0,1,40812.9,Armstrong,France,Male,1,1,1
6541,571,33,3,71843.15,1,26772.04,Sandover,Germany,Male,1,0,1
9474,608,45,4,0.0,2,36697.48,Angelo,Spain,Male,0,0,0
3357,687,41,10,134318.21,2,198064.52,Mollison,Germany,Male,1,1,1
7814,684,63,3,81245.79,1,69643.31,Okwudiliolisa,Germany,Female,1,0,0
8221,557,42,6,177822.03,1,150944.31,Manfrin,France,Male,1,0,0
9228,776,31,5,0.0,2,92647.94,Goddard,France,Female,1,0,1
2429,524,40,2,180516.9,1,180002.42,Endrizzi,France,Male,1,0,1
5044,712,44,2,0.0,2,45738.94,Ch'eng,Spain,Female,0,0,1
5347,603,31,1,129743.75,1,109145.2,Holloway,France,Male,1,0,1
4812,575,26,7,0.0,2,112507.63,Hutchinson,Spain,Female,1,0,1
8477,701,51,9,0.0,2,61961.57,Yashina,France,Male,0,0,1
687,715,31,2,112212.14,2,181600.72,Maccallum,France,Female,1,1,1
4800,551,52,1,0.0,1,63584.55,Johnson,France,Male,0,0,0
7438,628,29,9,71996.29,1,34857.46,Chukwumaobim,France,Female,1,1,1
2354,554,26,7,92606.86,2,192709.69,Osborne,France,Female,1,0,1
6354,598,35,8,114212.6,1,74322.85,Etheridge,France,Male,1,1,1
4570,516,33,7,115195.58,1,11205.5,Sanders,France,Male,1,1,1
8214,598,34,0,104488.17,1,43249.67,Endrizzi,Spain,Male,0,1,1
2753,698,31,8,185078.26,1,115337.74,Wei,Spain,Female,0,0,0
8074,777,34,5,96693.66,1,172618.52,Patel,Germany,Female,1,1,1
1041,580,67,3,153946.14,1,7418.92,McKay,Spain,Male,1,1,1
7492,622,40,4,99799.76,2,197372.13,Olisaemeka,France,Male,1,0,1
1266,534,55,8,116973.26,3,122066.5,Davidson,France,Female,1,0,0
9266,675,38,1,104016.88,1,22068.83,Ferguson,France,Female,0,0,0
7060,669,35,4,108269.2,2,174969.92,Mason,Germany,Female,1,0,1
278,777,53,10,0.0,2,189992.97,Chiazagomekpere,France,Female,1,0,1
5085,774,49,1,142767.39,1,8214.41,Chikwendu,France,Male,1,1,1
2383,676,30,1,128207.23,1,55400.17,Wallace,France,Male,1,1,1
572,651,45,1,0.0,1,67740.08,Osborne,France,Male,1,0,0
1436,598,44,8,0.0,2,148487.9,K?,Spain,Male,1,0,1
5353,695,23,1,0.0,2,141756.32,Baranov,France,Female,1,1,1
5446,451,36,2,0.0,2,180142.42,Young,France,Female,1,1,1
1008,564,42,7,99824.45,1,36721.4,Millar,France,Male,1,1,1
4544,791,42,10,113657.41,2,139946.68,Ikechukwu,Germany,Female,0,1,0
8817,685,31,7,122449.31,2,180769.55,Pai,Spain,Male,1,1,1
2065,765,44,6,0.0,2,159899.97,Yeh,France,Male,1,1,1
1137,750,22,5,0.0,2,105125.65,Benson,France,Male,0,1,1
5344,727,47,7,0.0,2,193305.35,Calabrese,France,Male,1,0,1
295,681,38,3,0.0,2,112491.96,Shao,France,Male,1,1,1
2404,641,26,4,91547.84,2,28157.34,Ch'ang,France,Female,0,1,1
3999,639,60,5,162039.78,1,84361.72,Tang,France,Female,1,1,0
3742,738,29,9,139106.19,1,141872.05,Thompson,Germany,Female,1,0,0
9223,559,28,3,141099.43,1,15607.27,Sugden,France,Male,1,1,1
2720,569,42,9,146100.75,1,32574.01,Pan,Germany,Female,1,0,0
9200,544,26,6,0.0,1,100200.4,Tretiakova,France,Female,1,0,0
5151,515,37,0,196853.62,1,132770.11,Okwudilichukwu,France,Female,1,1,1
2809,654,42,7,99263.09,1,67607.9,Udegbulam,France,Male,1,1,1
557,587,40,5,138241.9,2,159418.1,Lazarev,Germany,Male,1,0,1
8926,682,32,2,105163.88,2,164170.46,Board,Germany,Male,1,1,1
4796,483,29,9,0.0,1,81634.45,Agafonova,France,Male,1,1,1
2470,727,36,6,140418.81,1,113033.73,Lo Duca,Germany,Male,1,1,0
3739,498,44,2,120702.67,2,98175.74,Onyekaozulu,Germany,Female,1,1,1
4287,781,42,3,156555.54,1,175674.01,Eberegbulam,France,Female,1,1,1
2605,540,25,5,116160.23,1,13411.67,Wei,France,Male,1,0,1
363,648,50,9,102535.57,1,189543.19,Bianchi,France,Female,1,1,1
6925,668,43,1,147167.25,1,141679.73,Sanchez,Spain,Male,0,0,1
1705,654,29,4,96974.97,1,141404.07,Y?,France,Female,0,1,1
2140,643,51,2,105229.53,1,34967.75,Gregson,France,Female,1,0,0
3240,762,19,6,0.0,2,55500.17,Hao,Spain,Female,1,0,1
2384,697,42,9,132739.26,2,174667.65,Clark,France,Male,0,0,1
7315,588,36,2,0.0,2,92536.0,Duke,France,Female,1,0,0
4312,727,52,1,154733.97,1,80259.67,Korovina,Spain,Female,1,0,0
1313,542,38,8,65942.26,1,68093.23,Kwemto,France,Male,1,1,0
3931,622,52,9,111973.97,1,162756.29,Miller,Germany,Female,1,1,0
6184,611,53,3,83568.26,1,1235.49,Holmes,France,Male,0,0,1
1592,621,39,6,0.0,2,58883.91,Beneventi,France,Male,1,1,1
9388,524,32,1,144875.71,1,187740.04,Zhdanov,France,Male,0,0,1
2163,700,34,2,76322.69,1,128136.29,Krichauff,France,Female,1,0,1
2397,600,27,3,0.0,2,125698.97,Ifeanyichukwu,France,Female,0,1,1
318,706,42,9,0.0,2,28714.34,Ritchie,Spain,Male,1,1,1
5234,731,49,4,88826.07,1,33759.41,Simmons,Germany,Female,1,1,0
5069,712,79,5,108078.56,1,174118.93,Chen,Spain,Female,1,1,1
4037,551,42,2,139561.46,1,43435.43,Milligan,France,Male,1,0,0
3021,571,38,6,107193.82,2,38962.94,Wilson,France,Female,0,0,1
8229,554,39,10,160132.75,1,32824.15,Burdekin,France,Female,1,0,1
5296,706,29,6,185544.36,1,171037.63,McDonald,Germany,Female,1,0,1
3973,536,22,5,89492.62,1,42934.43,Endrizzi,France,Female,0,0,1
5371,682,41,6,0.0,2,134158.09,Lo,France,Male,0,1,0
4134,704,33,3,0.0,2,73018.74,Cheng,Spain,Male,1,0,1
975,730,34,5,122453.37,2,138882.98,Lu,France,Male,1,0,1
7292,599,33,4,51690.89,1,111622.76,Kruglova,Spain,Male,1,0,0
955,665,42,2,156371.61,2,156774.94,Ch'in,Spain,Female,0,1,0
9307,594,37,2,0.0,2,95864.5,Chukwuemeka,France,Male,0,1,1
5017,501,29,8,0.0,2,112664.24,Okonkwo,France,Female,1,0,1
9731,586,38,2,136858.42,1,189143.94,She,Germany,Male,0,1,1
7491,654,35,2,90865.8,1,86764.46,Bell,France,Female,1,1,1
1641,583,47,5,102562.23,1,92708.1,Ashbolt,Spain,Male,1,0,1
1291,653,31,9,143321.97,1,83679.46,Kirk,Germany,Male,1,0,1
1381,625,26,3,130483.95,1,122810.53,Fuller,Germany,Male,1,0,1
1934,666,74,7,105102.5,1,46172.47,Bogle,Germany,Male,1,1,1
4676,703,38,9,99167.54,1,65720.92,Ryrie,Germany,Female,1,0,1
893,577,42,9,0.0,1,74077.91,Moore,France,Male,1,0,1
7288,644,32,3,136659.74,1,14187.78,McKay,Spain,Male,1,1,1
4877,657,27,8,0.0,2,6468.24,Wei,Spain,Female,0,0,1
7907,613,37,3,171653.17,1,5353.12,Olisanugo,Spain,Male,0,1,1
8195,632,42,4,126115.6,1,100998.5,Lorenzo,France,Male,1,0,1
9380,690,26,2,0.0,2,93255.85,Webb,Spain,Female,1,1,1
2467,516,32,3,145166.09,2,111421.45,Endrizzi,Germany,Male,0,0,1
7658,573,40,7,147754.68,1,110454.46,Ndubueze,France,Male,1,1,1
1914,757,30,6,105128.85,2,62972.13,Pinto,Germany,Male,1,1,1
2737,741,36,8,116993.43,2,168816.22,Porter,Germany,Male,1,0,1
727,580,37,9,0.0,2,77108.66,Olsen,France,Male,0,1,1
7215,721,36,1,155176.83,2,49653.37,Finch,France,Male,1,1,1
8246,577,35,5,110080.3,1,109794.31,Miller,Spain,Male,1,1,1
1797,555,37,9,124969.13,1,60194.05,Law,France,Male,1,0,1
3846,712,34,8,114088.32,1,92794.61,Jackson,France,Male,1,0,1
6403,719,36,3,155423.17,1,199841.32,Oluchukwu,France,Male,1,1,1
937,775,52,8,109922.61,1,96823.32,Tang,France,Male,1,1,0
2266,623,35,5,0.0,2,101192.08,Lysaght,France,Female,1,0,1
825,600,36,4,0.0,2,143635.36,Palmer,Spain,Male,1,0,1
7275,652,34,6,97435.85,2,104331.76,Potter,France,Female,1,1,1
1390,627,55,2,159441.27,1,100686.11,Aitken,France,Female,1,0,0
3565,847,51,5,97565.74,1,144184.06,Chia,France,Male,0,0,0
5430,682,48,7,0.0,2,65069.03,Walker,France,Female,1,0,1
7828,605,41,10,0.0,2,97213.09,Hsing,France,Male,0,1,1
5691,577,39,4,0.0,2,91366.42,Sidorov,Spain,Female,1,0,1
7879,731,38,10,123711.73,2,171340.68,Eberechukwu,France,Female,1,0,0
1869,656,36,8,97786.08,2,21478.36,Cartwright,France,Male,0,1,1
8203,589,27,4,0.0,2,144181.48,Iadanza,Spain,Female,1,0,1
7487,814,49,8,0.0,2,157822.54,Williams,France,Male,0,0,1
807,793,33,0,0.0,1,175544.02,Rice,France,Female,0,0,1
4806,651,41,1,90218.11,1,174337.68,Sun,Germany,Male,1,0,1
9153,708,23,4,71433.08,1,103697.57,Ts'ao,Germany,Female,1,0,1
7512,757,38,0,0.0,1,83263.06,Kung,France,Male,1,0,1
8057,730,33,7,130367.87,1,15142.1,Ting,Germany,Female,1,0,0
4495,850,31,6,82613.56,2,149170.92,Watson,Spain,Male,1,0,1
2633,638,48,2,0.0,2,7919.08,Hs?eh,Spain,Male,1,1,1
8901,604,71,2,0.0,2,49506.82,Curtis,France,Female,1,1,1
8624,430,38,8,153058.64,1,99377.27,Boni,Germany,Female,1,0,1
7833,573,46,3,65269.23,1,189988.65,Colon,Spain,Male,0,1,0
4389,553,39,1,142876.98,2,44363.42,Hill,Spain,Female,1,0,1
146,485,21,5,113157.22,1,54141.5,Madukwe,Spain,Female,1,1,1
6468,540,31,7,0.0,1,183051.6,Humphries,France,Female,0,1,0
2034,665,41,8,0.0,2,132152.32,Pugliesi,Spain,Male,1,0,1
9128,630,39,10,105473.74,1,58854.88,Sal,Spain,Male,0,0,0
1166,712,49,5,154776.42,2,196257.68,Lawless,Germany,Female,0,0,1
2051,492,49,8,0.0,1,182865.09,Glover,France,Female,1,1,0
3761,835,38,7,86824.09,1,175905.97,White,Spain,Male,0,0,1
4436,698,64,1,169362.43,1,84760.32,Ch'en,Germany,Female,1,0,0
3431,625,37,1,177069.24,2,96088.54,Tretyakova,France,Male,1,1,1
8191,690,47,2,0.0,2,151375.73,Hs?,France,Male,1,0,1
8754,795,32,2,117265.21,1,198317.23,Oluchukwu,France,Male,1,1,1
7070,759,46,2,0.0,1,138380.11,Jen,France,Female,1,1,1
4362,781,48,9,82794.18,1,124720.68,Calabresi,Germany,Female,1,0,0
1772,600,37,1,142663.46,1,88669.89,Dumetochukwu,France,Male,0,1,1
3512,777,42,5,147531.82,1,38819.45,Lazarev,France,Female,1,1,1
272,733,34,3,100337.96,3,48559.19,Bevington,Germany,Male,1,0,0
8437,834,40,7,0.0,2,45038.74,Nwankwo,Spain,Male,0,0,1
2033,667,37,5,92171.35,3,178106.34,Banks,Germany,Female,1,0,0
9665,726,30,7,92847.59,1,146154.06,Doherty,Germany,Male,1,0,1
3811,477,30,6,131286.46,1,194144.45,Onio,France,Female,1,0,1
4347,743,41,7,0.0,1,163736.09,McCardle,Spain,Male,1,0,0
546,842,44,2,112652.08,2,126644.98,Burns,Spain,Female,1,0,1
3242,621,31,8,100375.39,1,90384.26,Hartley,Germany,Female,1,1,1
8503,530,37,8,0.0,2,287.99,Page,France,Male,1,1,1
9919,652,31,1,132862.59,1,158054.49,Ubanwa,Spain,Male,0,0,1
7565,598,38,1,101487.18,1,75959.1,McIntosh,Germany,Male,1,1,0
921,729,44,5,0.0,2,9200.54,Lu,France,Male,0,1,1
9119,710,23,6,0.0,2,134188.11,Scott,Spain,Male,1,1,1
6641,681,36,5,141952.07,1,185144.08,Kung,France,Male,1,1,1
7695,676,64,4,116954.32,1,91149.48,Spencer,Spain,Female,1,1,1
8231,758,32,4,162657.64,2,115525.13,Maughan,Germany,Male,1,1,1
7127,523,26,4,0.0,2,185488.81,Graham,France,Female,1,0,1
4279,759,30,4,101802.67,1,8693.8,Pisano,Germany,Male,0,0,1
2984,523,35,8,138782.76,1,186118.93,Arnott,Germany,Male,1,1,1
131,758,34,3,0.0,2,124226.16,He,France,Female,1,1,1
7981,497,27,7,149400.27,1,167522.19,Taylor,Spain,Male,0,0,1
2668,584,35,3,146311.58,1,105443.47,Moran,France,Male,1,1,1
7139,430,66,6,135392.31,2,172852.06,Kent,Germany,Female,1,1,0
3224,776,39,2,104349.45,1,79503.05,Yao,Spain,Male,0,0,1
7694,770,46,5,141788.63,2,164967.21,Buccho,Germany,Female,0,0,1
5393,738,44,2,0.0,2,43018.82,Bowen,Spain,Male,1,0,0
615,688,26,8,146133.39,1,175296.76,Duncan,Germany,Male,1,1,1
9903,730,27,7,0.0,2,144099.48,Docherty,France,Female,1,0,1
1467,633,29,7,169988.35,1,4272.0,Wallace,France,Female,1,0,1
4498,713,47,1,0.0,1,107825.08,Henderson,Spain,Female,1,0,0
3043,835,29,10,130420.2,2,106276.55,Mahon,Germany,Female,0,0,1
2420,580,57,0,136820.99,1,108528.74,Owen,Spain,Female,0,1,1
5086,547,49,8,121537.71,2,46521.45,Padovesi,Germany,Male,1,0,0
3295,528,39,0,127631.62,1,22197.8,Hunt,Germany,Male,0,1,0
6738,715,38,2,96798.79,2,4554.67,Barnes,Spain,Male,1,1,1
1501,630,50,1,81947.76,1,63606.22,Mao,France,Male,0,1,0
1522,507,29,6,0.0,2,94780.9,Medvedev,Spain,Female,0,1,1
9118,703,32,6,0.0,2,33606.52,Tao,France,Female,0,0,1
4233,745,47,5,0.0,2,145789.71,Hsiao,France,Male,0,0,1
7687,718,48,9,0.0,2,72105.63,Burt,France,Male,1,1,1
4431,588,59,4,0.0,2,27435.41,Onwuatuegwu,Spain,Male,1,1,1
391,712,29,7,147199.07,1,84932.4,Morrison,Germany,Female,1,1,1
9859,507,40,3,120105.43,1,92075.01,Bull,Germany,Male,1,0,0
7125,596,34,4,99441.21,2,4802.27,Lai,Germany,Male,0,1,1
5914,679,42,2,0.0,1,168294.27,Buda,Spain,Male,1,1,1
8593,719,40,9,0.0,2,182224.14,Chong,Spain,Female,1,0,1
4807,697,33,1,87347.7,1,172524.51,Lung,France,Female,1,0,1
8955,664,54,8,0.0,1,162719.69,Mancini,France,Male,1,1,0
8239,679,40,7,0.0,2,163757.29,Sani,Spain,Female,1,1,1
8045,835,23,9,0.0,1,19793.73,Martin,France,Male,1,0,0
9783,509,18,7,102983.91,1,171770.58,Weigel,France,Male,1,0,1
3994,696,40,3,153639.11,1,138351.68,Rossi,Spain,Male,1,1,1
9552,694,31,4,141989.27,2,26116.82,Marchesi,Germany,Male,1,0,1
6610,748,41,2,91621.69,1,71139.31,Sukhorukova,France,Female,1,1,1
5320,645,25,1,157404.02,2,93073.04,May,Germany,Male,1,0,1
7120,621,31,7,136658.61,1,148689.13,Williams,France,Male,1,1,1
2422,653,25,2,158266.42,3,199357.24,Lorenzo,Germany,Female,1,1,1
5605,602,49,0,191808.73,1,97640.2,Boni,France,Male,0,0,1
1751,601,33,7,114430.18,2,153012.13,Tang,Germany,Female,1,1,1
9016,573,41,5,0.0,2,14479.29,Siddons,Spain,Male,0,1,1
9719,710,62,3,131078.42,2,119348.76,T'ang,Spain,Male,1,0,0
339,805,39,5,165272.13,1,14109.85,Nwabugwu,Spain,Female,1,0,0
8408,726,28,2,0.0,1,98060.51,Dawson,France,Male,0,0,1
1342,794,41,7,176845.41,3,166526.26,Fedorov,France,Female,1,0,0
9545,648,37,7,138503.51,2,57215.85,Udinese,Germany,Female,1,0,1
7983,545,33,1,132527.9,2,107429.71,Kapustin,Germany,Male,0,1,1
3641,638,39,0,122501.28,2,95007.8,Colombo,Germany,Female,1,1,1
330,664,26,7,116244.14,2,95145.14,L?,Germany,Male,1,1,1
8829,824,38,3,0.0,2,192800.25,Liao,Spain,Female,1,0,1
3005,596,47,5,140187.1,2,174311.3,Clements,Germany,Male,1,1,1
6961,673,39,7,82255.51,2,109545.56,Fontenot,France,Male,1,0,1
4091,503,37,8,0.0,2,97893.32,Chou,France,Female,1,1,1
2323,567,41,1,0.0,2,3414.72,Niu,Spain,Female,1,0,1
6668,622,26,8,0.0,2,124964.82,Moon,Spain,Female,1,1,1
7010,672,28,6,0.0,1,8814.69,Norton,France,Female,0,1,1
4198,515,58,2,131852.81,1,81436.68,Marino,France,Female,1,0,0
3550,675,61,5,62055.17,3,166305.16,Napolitano,France,Female,1,0,0
8364,557,57,1,120043.13,1,132370.75,Aitken,Germany,Male,1,0,0
4204,791,52,7,0.0,1,122782.5,Demaine,France,Female,1,1,1
9311,651,47,2,0.0,2,119808.64,Butler,Spain,Male,1,1,1
8937,567,54,9,96402.96,1,52035.29,McGregor,France,Male,0,0,0
6186,699,36,6,147137.74,1,33687.9,Walker,Germany,Male,1,1,1
1640,504,32,8,170291.22,2,15658.99,T'ang,Germany,Male,0,1,1
61,742,35,5,136857.0,1,84509.57,Hunter,Germany,Male,0,0,1
1241,579,36,9,129829.59,1,60906.12,Septimus,France,Male,1,1,1
5761,528,23,7,104744.89,1,170262.97,Austin,Spain,Male,1,0,1
5137,717,64,10,98362.35,2,21630.21,Sabbatini,Germany,Female,1,1,1
2344,706,38,5,163034.82,2,135662.17,Gibson,Germany,Male,1,1,1
2121,618,54,4,118449.21,1,133573.29,Anenechukwu,Germany,Female,1,1,0
1525,796,51,6,0.0,2,194733.28,Ts'ai,France,Male,0,1,1
7618,502,33,7,0.0,2,4082.52,Quezada,France,Male,0,1,1
154,539,37,2,127609.59,1,98646.22,Humphries,France,Male,1,0,1
482,525,23,5,0.0,2,160249.1,Burns,France,Female,1,0,1
6123,619,44,3,116967.68,1,5075.17,Lionel,France,Male,1,0,0
7675,665,28,8,137300.23,1,90174.83,Ch'ang,France,Male,1,0,1
7102,831,44,10,0.0,1,47729.33,Donaldson,Spain,Female,0,1,1
1763,758,34,1,154139.45,1,60728.89,Mazzi,France,Female,1,1,1
7716,517,62,1,43772.66,3,187756.24,Hsia,France,Male,1,0,0
9082,736,54,7,111729.47,2,84920.49,Greece,France,Male,0,1,1
7480,567,35,8,153137.74,1,88659.07,Meagher,Spain,Male,1,0,1
6213,730,62,2,0.0,2,162889.1,Chung,Spain,Female,1,1,1
4854,684,41,6,135203.81,2,121967.88,Walters,France,Female,1,1,1
2712,608,28,9,0.0,2,125062.02,Powell,France,Female,1,1,1
6767,638,33,5,129335.65,1,56585.2,Capon,Germany,Female,1,1,0
4151,761,33,6,138053.79,2,148779.41,Sanders,France,Female,1,0,1
1334,539,38,8,82407.51,1,13123.41,Nnamutaezinwa,Germany,Female,1,0,1
8379,614,37,6,96340.81,2,139377.24,Baxter,Germany,Female,1,1,0
9390,538,32,2,0.0,1,80130.54,Lombardo,France,Female,1,1,1
9708,642,41,7,115171.71,1,37674.47,Faria,France,Female,1,1,1
9122,618,40,0,0.0,1,119059.13,Ku,France,Female,1,0,1
3851,680,34,3,143292.95,1,66526.01,Stephenson,France,Male,1,0,1
8341,553,25,7,128524.19,2,20682.46,Tochukwu,Germany,Female,1,0,1
4125,678,26,5,111128.04,1,60941.27,Schmidt,France,Male,1,0,0
8964,741,52,1,171236.3,2,21834.4,McCollum,France,Male,0,0,0
4789,757,44,9,0.0,2,177528.92,Cameron,Spain,Female,1,0,1
2867,727,26,9,121508.28,1,146785.44,Grover,France,Female,1,1,1
1387,758,42,7,0.0,2,76209.56,Osonduagwuike,France,Female,0,1,1
5942,612,33,0,64900.32,2,102426.12,Edwards,France,Female,1,0,1
3068,806,31,10,138653.51,1,190803.37,Buccho,Germany,Male,1,0,1
9059,470,48,6,140576.11,1,116971.05,Moran,Spain,Female,1,1,1
3630,671,48,8,115713.84,2,83210.84,Nevzorova,France,Female,0,0,1
9456,689,55,4,0.0,2,58442.25,Robinson,Spain,Female,1,1,1
8950,731,46,10,0.0,2,153015.42,Vasilieva,Spain,Male,1,0,1
3029,697,48,2,108128.96,2,103944.37,Chuang,Germany,Female,1,1,1
2970,681,34,7,0.0,2,130686.59,Chiemenam,France,Male,0,0,1
8647,470,25,8,127974.06,2,183259.35,Sung,France,Female,1,1,1
6137,780,33,6,145580.61,1,154598.56,Serena,Spain,Female,1,1,1
8802,510,52,6,191665.21,1,131312.56,P'eng,France,Female,1,1,0
4264,746,24,10,68781.82,1,47997.39,Davison,Spain,Male,0,1,1
646,673,34,8,42157.08,1,20598.59,Ejimofor,France,Female,1,0,0
9654,527,58,3,137318.42,1,126144.96,Maconochie,Germany,Male,1,1,1
2075,661,44,1,141136.62,1,189742.78,Olisanugo,Germany,Male,1,0,0
342,659,31,4,118342.26,1,161574.19,Tien,France,Male,0,0,1
8042,698,50,1,0.0,4,88566.9,Fanucci,Spain,Female,1,0,0
1623,697,25,4,165686.11,2,15467.98,Miah,France,Female,1,0,1
7142,755,38,1,82083.52,1,10333.78,McMillan,Germany,Female,0,1,1
5797,554,45,4,0.0,2,193412.05,Kerr,Spain,Female,1,1,1
7185,720,23,0,187861.18,2,104120.17,Alexander,Germany,Male,1,1,1
8233,582,25,9,148042.97,2,52341.15,Piazza,Spain,Male,1,0,1
5476,612,42,5,141927.1,1,43018.98,Trentini,Germany,Male,1,1,1
